horas_estudio_semanal,nota_anterior,tasa_asistencia,horas_sueno,edad,nivel_dificultad_Fácil,nivel_dificultad_Medio,tiene_tutor_Sí,horario_estudio_preferido_Noche,horario_estudio_preferido_Tarde,estilo_aprendizaje_Kinestésico,estilo_aprendizaje_Lectura/Escritura,estilo_aprendizaje_Visual
-0.19825615723848744,-0.3904680294153753,0.9224812788402682,1.7440528976382401,-0.7285923378409511,False,True,False,False,True,False,False,False
1.7660474588547457,0.07579259410903998,0.5534268604497382,-1.1131865818694944,0.9979297897442411,True,False,True,False,True,False,False,True
1.7434741861454377,0.8561141321864271,1.1711398879104304,1.813546541497053,1.5734371656059718,False,False,True,False,False,False,False,False
-0.008454318796261396,0.3001677340816162,0.7518765499212078,0.008320143786483712,1.5734371656059718,False,False,False,False,True,False,False,False
-1.306716876647445,-0.06789792793684933,1.2934316433096023,-1.3248592980721967,0.13466872595164497,True,False,False,False,True,False,False,False
0.7944288421855948,1.6133020910998614,0.4163662085951063,0.9045052854031478,1.2856834776751065,False,True,True,False,True,False,False,True
0.4548310008129976,-0.3821826921220894,-0.6613881532055711,-1.2136979685329088,-0.1530849619792204,False,True,True,True,False,True,False,False
1.5060401866436088,0.1247086714195459,1.4300400319579072,0.877314266021582,1.5734371656059718,False,True,True,False,False,False,True,False
0.725792844746994,0.5994499174694217,0.029204581414406974,0.3895588263633104,0.42242241388251034,False,True,False,False,False,False,False,True
0.5517176193735348,0.9620473447182415,-0.2534961790045778,0.45646905362527573,0.13466872595164497,False,True,False,False,False,False,True,False
0.6129124132306771,0.7156005373036151,1.3414052823280695,-0.5521945043703465,0.7101761018133758,True,False,True,False,True,False,False,False
0.28277162772408926,-0.06532734778172777,1.1083280260324657,0.17306279138865477,0.9979297897442411,False,False,False,False,False,False,False,False
0.41781980041123323,-0.6113466420459157,-0.40315544679464077,-2.26074219746789,0.13466872595164497,False,True,False,False,False,False,False,True
1.2998798886554102,0.27355511047533415,0.4192794717690747,1.2665875313659376,0.13466872595164497,True,False,True,False,False,False,False,True
-0.229884137763029,-1.4342201477958862,0.6954532387155947,-0.25083897112071113,0.42242241388251034,True,False,True,False,True,False,True,False
-0.12247054468517318,0.6055237891003762,1.4300400319579072,0.23927397621170152,0.7101761018133758,True,False,False,False,False,False,False,True
-0.4363881950059177,-1.4273127899606908,-1.8953540980543413,1.1992381252228554,-0.44083864991008576,False,True,False,True,False,False,False,True
-0.9154912529479134,-1.0288598023604267,-1.1468466101224772,0.008320143786483712,0.7101761018133758,False,True,False,True,False,False,False,False
-0.30184278694430416,-0.9151665059609573,-0.5489904207652802,0.6519042512255872,0.13466872595164497,False,False,True,True,False,False,False,True
1.2435247575029706,0.7687118869846538,1.4300400319579072,-1.0595186802227563,0.7101761018133758,True,False,True,True,False,False,False,True
-1.0185200503062928,-0.7263032173328345,0.4397452879640348,-0.6663640945356452,1.5734371656059718,False,True,False,True,False,False,False,True
-0.4112011800115946,0.3323685896683587,0.9262515871091078,0.5826686215496306,1.2856834776751065,False,False,True,True,False,True,False,False
-0.5310789575535856,-1.4553480020957519,-1.1269797679905662,0.33288681367224554,-1.0163460257718164,False,True,True,False,False,False,False,True
0.9009007366042731,0.7586000602167875,0.2903550384883286,2.063719868255346,-1.0163460257718164,False,False,True,False,True,False,False,True
-0.9461993034553507,-0.7735578883809915,-1.3045209606940869,-0.008643515015780538,-1.5918534016335473,False,False,False,False,False,False,False,True
-0.4084174396377687,-0.4921582438154464,-0.3495045006030495,1.085077571127746,0.42242241388251034,True,False,False,False,True,False,True,False
0.8932496598020297,-0.1582892824501236,-1.0883617968146975,-0.9628032429432544,-0.1530849619792204,True,False,True,False,True,False,False,True
0.39812231062779435,1.5959146756819729,1.2677693252973978,1.1406845951582598,1.2856834776751065,False,True,False,False,True,True,False,False
1.9087201159320424,0.9820568052496942,1.4300400319579072,-0.34143338322321726,-1.304099713702682,False,True,True,True,False,False,False,True
0.29628240170460524,0.4338846627090581,1.3747979196093234,0.008320143786483712,-0.44083864991008576,True,False,True,False,False,False,False,False
-0.8563493196111555,1.4567990765801955,0.535151507536695,0.39859577901066384,-1.304099713702682,False,True,False,False,False,False,False,False
-0.3917742734088435,0.7385934125050385,1.4300400319579072,1.380122198677474,-0.44083864991008576,True,False,False,False,True,False,False,True
-0.6303452208275059,-0.20262283816252027,-1.8201883210316472,-1.5974132757144355,0.9979297897442411,True,False,False,False,True,False,False,False
-1.751556691516038,-0.426684090715771,0.2650084787854497,-2.26074219746789,-0.7285923378409511,False,False,False,False,False,False,False,False
-0.04208656559303006,-1.3429272746001557,-1.3917330109189756,-2.109590217292014,0.13466872595164497,True,False,True,False,False,False,False,False
-0.15112634079063456,1.1532725422761105,0.20905912577171548,-0.9791063460847834,-1.5918534016335473,True,False,False,False,True,False,False,True
-0.11986991948555113,-1.0505403112185625,-0.4487084884413061,0.14733510433659489,-0.1530849619792204,False,True,True,False,False,False,True,False
-1.6621041194403112,-1.0418113956143409,0.18401968609337646,1.014828311156963,-0.44083864991008576,True,False,False,True,False,False,False,True
-0.9307437134058971,0.2418546061563993,-0.06762426718236499,0.008320143786483712,1.5734371656059718,False,True,False,True,False,True,False,False
1.5137630162856917,0.47620992282184504,-0.6309490444579469,-0.54901869023873,-1.0163460257718164,False,True,True,True,False,False,False,False
0.29087180702947557,0.878022020152623,0.3758351878366744,-1.979302871445322,0.9979297897442411,False,True,False,False,True,False,False,False
1.596200895719282,0.6269516767802631,-0.0759577213697218,0.5472882641340873,1.5734371656059718,False,True,True,True,False,False,False,False
-0.08611643218777695,0.06551804577241487,-0.47645632945364425,0.7029124439755271,1.2856834776751065,False,True,False,False,True,False,False,False
0.38972688292181473,-0.8441331676565931,0.12306548598887637,-0.16750477986649093,-1.0163460257718164,False,True,True,True,False,False,False,False
-0.23782167526064238,1.1064204926588863,1.1127000963542493,-1.0638993128981309,0.13466872595164497,True,False,False,False,True,True,False,False
2.1237731997202314,1.310873333867829,0.2678190254999383,1.3160173033407203,-0.7285923378409511,True,False,True,False,False,False,False,False
0.05368065155534681,0.9861036762139185,-1.542745125676098,-1.025029442193701,1.5734371656059718,False,False,True,True,False,False,False,True
0.37579358833781545,0.7960496811587855,-0.9673365694436419,0.1159978773517569,-0.7285923378409511,True,False,True,False,False,False,True,False
0.874337088344184,1.0065727974761993,1.4300400319579072,2.1633566550294483,1.5734371656059718,False,False,True,False,True,False,False,True
0.6894158270061413,1.442917824695038,-0.12054247634445979,-1.817651057728392,0.42242241388251034,True,False,True,False,False,False,False,True
-0.3973108768473468,1.4638411324321654,-1.936631825324084,-0.3740753155110888,0.13466872595164497,True,False,False,False,True,False,False,True
-0.7657170377280612,-0.8998488095417972,0.7485077744464494,-0.8463189614772503,-0.7285923378409511,False,True,False,False,True,True,False,False
-0.08870968638986858,0.5456815469359203,0.14796556154881926,0.940266470340205,-1.0163460257718164,False,True,False,True,False,False,False,True
-0.5936341082836835,-0.3629484557272356,0.062318563591225715,1.1125401565517785,0.42242241388251034,False,True,False,False,True,False,False,False
-1.065253406931758,-1.2024343591001085,-1.6820642419938698,-2.063059521275514,-1.0163460257718164,False,True,False,True,False,False,False,True
-0.25373697341700036,0.11181460631877034,-1.2471108774097752,1.782927507644345,0.13466872595164497,False,True,False,False,False,False,True,False
-0.34513123492008846,-0.36843026181229827,-0.7454225515792745,-0.1475373887018919,-0.1530849619792204,True,False,False,False,True,False,True,False
1.3479679018156994,2.0513503696634143,1.4300400319579072,1.3103994547621434,0.9979297897442411,False,True,False,True,False,False,True,False
