horas_estudio_semanal,nota_anterior,tasa_asistencia,horas_sueno,edad,nivel_dificultad_Fácil,nivel_dificultad_Medio,tiene_tutor_Sí,horario_estudio_preferido_Noche,horario_estudio_preferido_Tarde,estilo_aprendizaje_Kinestésico,estilo_aprendizaje_Lectura/Escritura,estilo_aprendizaje_Visual
-0.08093125834769718,-1.0908154579245388,-1.198317492355809,1.386175581933276,0.42242241388251034,False,True,True,False,False,False,False,True
2.146532914534059,1.4027869017593506,-0.24489454881680223,0.41371591276383796,0.9979297897442411,True,False,True,False,False,False,False,False
2.8176264473033332,0.41994069422927066,-0.8575847062084803,-0.34734665698229816,0.13466872595164497,True,False,True,False,False,False,False,False
0.5277996590697576,0.5048754652281315,-0.901146054121169,1.2297734268570844,0.42242241388251034,True,False,False,True,False,False,False,False
-0.37522874628134906,0.05781601934522714,-0.9588623562630587,0.6120536078011305,-1.5918534016335473,False,False,True,True,False,False,False,False
-0.8137525983874917,-0.4520776396103893,0.28753282990094226,-1.5173090226713175,0.9979297897442411,True,False,False,True,False,False,False,True
-0.9979462504400775,-0.7531068522503068,-1.6177943960161523,-1.92899187661542,-0.1530849619792204,False,True,False,False,False,False,False,True
-0.47036978330359136,1.992805801767996,0.33003787698117704,-0.2450540748005493,-1.5918534016335473,False,True,False,True,False,False,False,False
-1.4094379332845612,0.48763067887915845,0.6727093389499744,0.008320143786483712,1.2856834776751065,False,False,False,True,False,False,False,False
0.29628240170460524,0.4338846627090581,1.3747979196093234,0.008320143786483712,-0.44083864991008576,True,False,True,False,False,False,False,False
1.2435247575029706,0.7687118869846538,1.4300400319579072,-1.0595186802227563,0.7101761018133758,True,False,True,True,False,False,False,True
-1.4840677173644345,1.0883131323559587,1.0363911235904417,0.7768886176411413,1.5734371656059718,True,False,False,False,True,False,False,True
-0.3153125982969426,-1.7572767567803924,-0.9758719554014589,0.43501288888030876,1.2856834776751065,True,False,False,False,False,False,False,True
0.49245788646505456,-0.24471218598329358,0.8136923291846321,0.019630889107514416,0.7101761018133758,False,True,False,False,False,False,True,False
-0.7258066082383215,-0.9704986414795691,-0.7892288869071776,-1.6128692950710113,-0.1530849619792204,True,False,False,True,False,False,False,True
-0.19300236130082446,1.0973240415920855,1.2378203654937396,-0.4525279172266141,0.7101761018133758,False,True,False,False,True,False,False,False
0.7426349166148809,-0.30599566467541384,-1.136864547830511,1.2882486601011662,0.9979297897442411,False,True,True,True,False,False,False,True
0.725792844746994,0.5994499174694217,0.029204581414406974,0.3895588263633104,0.42242241388251034,False,True,False,False,False,False,False,True
0.8157246290812694,0.7653330401414775,0.10372336346749561,-0.05389182444733884,0.9979297897442411,True,False,False,False,False,False,False,True
-0.2457724475828847,0.8310376716791472,0.20070443411240405,-1.8385178253045087,-1.304099713702682,False,True,True,False,False,False,False,True
-1.751556691516038,-0.426684090715771,0.2650084787854497,-2.26074219746789,-0.7285923378409511,False,False,False,False,False,False,False,False
0.009655922624389955,-1.34909446012891,-1.4744787397911012,-0.9466977800890021,0.7101761018133758,False,True,False,False,True,False,False,False
0.5487114089505758,1.2713815334648424,1.1482978039175775,1.6141736425825108,-0.7285923378409511,False,True,False,False,True,False,False,True
1.1122118111137576,-0.9385403018209414,0.159046749897609,0.6721399101467723,1.5734371656059718,False,False,True,False,False,False,False,True
1.4833693276478956,0.584355620751478,0.08163601608876649,0.14448168512886886,0.13466872595164497,True,False,True,True,False,False,False,False
-1.1467689223707227,1.3963043394342234,0.03472441834292377,0.5600888533888901,0.42242241388251034,True,False,False,False,False,False,True,False
0.025184813518130338,-2.408945856895207,-1.4672495628464457,0.164477110431692,1.2856834776751065,False,True,False,True,False,True,False,False
1.9879512785605928,2.0513503696634143,0.5749237811212358,0.09043013257787966,-0.44083864991008576,False,True,True,False,True,False,True,False
1.545546597485757,-0.6967401380556902,1.2039522499244686,-1.122376905475457,1.5734371656059718,True,False,True,False,True,False,True,False
-0.11986991948555113,-1.0505403112185625,-0.4487084884413061,0.14733510433659489,-0.1530849619792204,False,True,True,False,False,False,True,False
-0.8781940467429862,-0.9267922690890491,0.4930089580784979,-0.07653966244936128,-0.1530849619792204,True,False,False,False,False,False,False,False
-1.8706714189727778,-0.01655561581624819,-2.360494614035427,-0.15894152843892148,-1.0163460257718164,False,True,False,True,False,False,False,True
-1.7305434710998775,-1.8172446631738568,0.27907529089538624,0.7986461195617068,-1.304099713702682,False,True,False,False,False,False,False,True
0.8050330035721179,0.40884064587568114,0.17846486468553766,0.008320143786483712,0.7101761018133758,False,True,True,True,False,False,False,True
-1.306716876647445,-0.06789792793684933,1.2934316433096023,-1.3248592980721967,0.13466872595164497,True,False,False,False,True,False,False,False
0.5100516546814622,1.6589334522735883,0.34143954374396346,-1.8936290206579898,0.7101761018133758,False,True,True,False,True,False,False,True
-1.5436059930873163,-1.448236097697817,1.4300400319579072,-0.12477097777284991,0.13466872595164497,False,False,False,True,False,False,False,True
0.8014886915035505,-0.166087796359556,-0.6923866684918238,0.008320143786483712,0.13466872595164497,False,False,True,True,False,True,False,False
-0.18513028584194907,-0.855070316252854,-0.2277456937645934,0.008320143786483712,1.5734371656059718,False,True,True,True,False,False,False,True
0.5427133014991717,-0.5448570962172381,-0.028820296646646502,1.169564098451131,-1.5918534016335473,False,True,True,True,False,True,False,False
-0.7062475572232476,0.8169287460826565,0.48704213689664105,1.1892545450631762,-0.1530849619792204,True,False,False,True,False,False,False,True
0.8818658901421211,-1.6528604852734898,0.38159747780371955,0.3625978291984577,0.7101761018133758,True,False,True,False,False,False,True,False
0.7665597912409366,0.22346809975651197,0.11201066602840301,1.5753363777523208,0.42242241388251034,False,True,True,False,False,False,False,False
0.4837164217493399,-1.2724675680529913,0.45444524208108866,2.2203029922235338,-1.0163460257718164,True,False,True,False,True,False,False,False
-0.7623486972784416,-0.18432460992277896,0.43095833354252305,1.7632267838992597,0.9979297897442411,True,False,False,True,False,False,False,False
0.682896310619765,0.37035068958670453,0.27625907308144215,-0.42211875603756677,-1.5918534016335473,False,True,True,True,False,False,False,True
0.0018937878014716213,-0.013991190056174793,-0.13453127191294867,-1.7038396024756384,0.42242241388251034,False,True,False,False,False,False,False,True
-0.6521229859958794,-0.6677554467453016,1.4300400319579072,-0.7985681254690243,0.42242241388251034,False,True,False,True,False,False,False,False
-0.6901365993094508,-2.1580192121453043,-1.3408242759833016,-2.26074219746789,1.5734371656059718,False,True,False,False,True,True,False,False
-0.7290912783353509,0.25239492602226676,0.3271921146238761,0.008320143786483712,-0.1530849619792204,True,False,False,True,False,False,True,False
0.3925223509759193,-1.5387431877735616,-1.1774048182267092,1.3562996684164788,-1.5918534016335473,False,True,True,False,True,False,False,True
0.7979540021863297,1.2284427094854948,1.4300400319579072,0.27706287941936875,-1.0163460257718164,False,True,True,False,True,False,False,True
-1.429061933470249,-0.5960138211935939,-0.37918335062884806,-0.8802775854052955,-0.1530849619792204,True,False,False,True,False,False,False,True
-0.0550277903197548,-0.32756761311217986,0.9684253037116537,-1.7491130161001416,-0.1530849619792204,True,False,False,True,False,False,False,False
-0.5695643004964132,-0.9464423099838946,0.7020016688989067,-1.2442332701671364,-0.44083864991008576,True,False,False,False,False,False,False,False
-1.8706714189727778,-2.236926339318454,-2.7067859553083276,-0.9668601695962394,-1.5918534016335473,False,True,False,True,False,True,False,False
1.8394495962776227,0.8817122706687963,1.4300400319579072,1.1942345445889755,1.5734371656059718,True,False,True,True,False,False,False,True
-0.15895892031759223,-0.7667064441481632,0.2174226947995065,0.993678085000592,1.2856834776751065,False,False,False,False,True,True,False,False
